Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
40, 2048, 1, 1, 512, 0.213348, 0.314693, N/A, 0.0213621, 0.023984, 2.91897, 0.0326664, 2, 2, 1, 2, 1, 1, 13.7653, 2, 2, 0.5, 1, 1, 1, 58.8222, 
40, 2560, 1, 1, 512, 0.217878, 0.317513, N/A, 0.0215181, 0.0249565, 3.49061, 0.0339217, 2, 2, 1, 2, 1, 1, 16.5645, 2, 2, 0.5, 1, 1, 1, 62.1383, 
40, 3072, 1, 1, 512, 0.22234, 0.320243, N/A, 0.0216747, 0.0259295, 4.06206, 0.035175, 2, 2, 1, 2, 1, 1, 19.1623, 2, 2, 0.5, 1, 1, 1, 64.7554, 
40, 3584, 1, 1, 512, 0.219195, 0.314502, N/A, 0.021846, 0.0269172, 4.65147, 0.0364506, 2, 2, 1, 2, 1, 1, 21.5722, 2, 2, 0.5, 1, 1, 1, 66.4193, 
40, 4096, 1, 1, 512, 0.233535, 0.316659, N/A, 0.0224576, 0.0273578, 5.15982, 0.0412657, 2, 2, 1, 2, 1, 1, 23.7877, 2, 2, 2, 1, 4, 1, 52.6652, 
40, 5120, 1, 1, 512, 0.238443, 0.320579, N/A, 0.0227618, 0.0290988, 6.28085, 0.0440194, 2, 2, 1, 2, 1, 1, 27.8665, 2, 2, 2, 1, 4, 1, 57.4024, 
40, 6144, 1, 1, 512, 0.243328, 0.324468, N/A, 0.0230667, 0.0308406, 7.4017, 0.0467723, 2, 2, 1, 2, 1, 1, 31.4649, 2, 2, 2, 1, 4, 1, 61.0648, 
40, 7168, 1, 1, 512, 0.247732, 0.32818, N/A, 0.0233863, 0.0325969, 8.5405, 0.0495761, 2, 2, 1, 2, 1, 1, 34.6583, 2, 2, 2, 1, 4, 1, 63.5049, 
40, 8192, 1, 1, 512, 0.253921, 0.33233, N/A, 0.0234641, 0.0347175, 9.73464, 0.0495172, 2, 2, 1, 2, 1, 1, 37.4632, 2, 2, 1, 1, 2, 1, 68.6108, 
40, 10240, 1, 1, 512, 0.263149, 0.340034, N/A, 0.0240877, 0.0383312, 11.9931, 0.0547362, 2, 2, 1, 2, 1, 1, 42.3533, 2, 2, 1, 1, 2, 1, 70.8425, 
40, 12288, 1, 1, 512, 0.272202, 0.34771, N/A, 0.0249264, 0.0413164, 14.1624, 0.0633147, 2, 2, 1, 2, 1, 1, 46.3977, 2, 2, 2, 1, 4, 1, 71.5448, 
40, 14336, 1, 1, 512, 0.282384, 0.355624, N/A, 0.0261466, 0.0447428, 16.5807, 0.0777482, 2, 2, 1, 2, 1, 1, 49.7868, 2, 2, 4, 1, 8, 1, 59.4198, 
40, 16384, 1, 1, 512, 0.304554, 0.363393, N/A, 0.0266328, 0.0480537, 18.8654, 0.0837541, 2, 2, 1, 2, 1, 1, 52.5889, 2, 2, 4, 1, 8, 1, 60.9853, 
40, 20480, 1, 1, 512, 0.323474, 0.379546, N/A, 0.0278344, 0.0548837, 23.372, 0.0961079, 2, 2, 1, 2, 1, 1, 57.2583, 2, 2, 4, 1, 8, 1, 64.5389, 
40, 24576, 1, 1, 512, 0.342987, 0.39599, N/A, 0.0290361, 0.0617137, 27.8756, 0.108454, 2, 2, 1, 2, 1, 1, 60.8609, 2, 2, 4, 1, 8, 1, 67.1774, 
40, 28672, 1, 1, 512, 0.363023, 0.412582, N/A, 0.030237, 0.0685428, 32.379, 0.120822, 2, 2, 1, 2, 1, 1, 63.7248, 2, 2, 4, 1, 8, 1, 69.1437, 
40, 32768, 1, 1, 512, 0.387116, 0.430365, N/A, 0.0315414, 0.0754849, 36.8503, 0.13241, 2, 2, 1, 2, 1, 1, 65.9962, 2, 2, 4, 1, 8, 1, 70.015, 
40, 40960, 1, 1, 512, 0.430209, 0.464243, N/A, 0.0339629, 0.0891601, 45.8358, 0.156966, 2, 2, 1, 2, 1, 1, 69.5687, 2, 2, 4, 1, 8, 1, 72.3313, 
40, 49152, 1, 1, 512, 0.475479, 0.498638, N/A, 0.0363829, 0.102834, 54.821, 0.181483, 2, 2, 1, 2, 1, 1, 72.1732, 2, 2, 4, 1, 8, 1, 74.0387, 
40, 57344, 1, 1, 512, 0.522929, 0.533522, N/A, 0.0388046, 0.116509, 63.8058, 0.206041, 2, 2, 1, 2, 1, 1, 74.1563, 2, 2, 4, 1, 8, 1, 75.2412, 
40, 65536, 1, 1, 512, 0.582379, 0.570864, N/A, 0.041113, 0.13007, 72.8019, 0.229882, 2, 2, 1, 2, 1, 1, 75.657, 2, 2, 4, 1, 8, 1, 75.4104, 
40, 81920, 1, 1, 512, 0.53835, 0.875108, N/A, 0.0641466, 0.108438, 83.9109, 0.271261, 2, 2, 2, 4, 1, 1, 72.0948, 2, 2, 4, 1, 4, 2, 76.0316, 
40, 98304, 1, 1, 512, 0.583684, 0.909567, N/A, 0.0699565, 0.121622, 100.034, 0.34866, 2, 2, 2, 4, 1, 1, 74.7957, 2, 2, 8, 1, 16, 1, 75.5268, 
40, 114688, 1, 1, 512, 0.631196, 0.944513, N/A, 0.0747425, 0.135291, 116.478, 0.395875, 2, 2, 2, 4, 1, 1, 76.8523, 2, 2, 8, 1, 16, 1, 76.8085, 
40, 131072, 1, 1, 512, 0.69073, 0.981939, N/A, 0.0793263, 0.148813, 132.764, 0.44075, 2, 2, 2, 4, 1, 1, 78.4298, 2, 2, 8, 1, 16, 1, 77.0799, 
40, 163840, 1, 1, 512, 0.798091, 1.0541, N/A, 0.0888611, 0.17612, 165.569, 0.534503, 2, 2, 2, 4, 1, 1, 80.8194, 2, 2, 8, 1, 16, 1, 78.6098, 
40, 196608, 1, 1, 512, 0.835495, 0.909567, N/A, 0.110039, 0.161363, 199.391, 0.899907, 2, 4, 2, 4, 1, 1, 54.4299, 2, 2, 8, 1, 16, 1, 79.664, 
40, 229376, 1, 1, 512, 0.89963, 0.944513, N/A, 0.120015, 0.18016, 232.193, 1.02152, 2, 4, 2, 4, 1, 1, 55.9356, 2, 2, 8, 1, 16, 1, 80.4346, 
40, 262144, 1, 1, 512, 0.975841, 0.981939, N/A, 0.130045, 0.19907, 264.755, 1.1397, 2, 4, 2, 4, 1, 1, 57.0758, 2, 2, 8, 1, 16, 1, 80.5466, 
40, 327680, 1, 1, 512, 1.11645, 1.0541, N/A, 0.151745, 0.235614, 329.263, 1.57563, 2, 4, 2, 4, 1, 1, 58.8262, 2, 2, 16, 1, 32, 1, 80.4432, 
40, 393216, 1, 1, 512, 1.1761, 2.38537, N/A, 0.178497, 0.198962, 378.782, 1.5572, 2, 4, 4, 8, 1, 1, 63.8594, 2, 2, 16, 1, 32, 1, 81.6431, 
40, 458752, 1, 1, 512, 1.24098, 2.42107, N/A, 0.193435, 0.217755, 441.207, 1.76744, 2, 4, 4, 8, 1, 1, 65.6366, 2, 2, 16, 1, 32, 1, 82.5223, 
40, 524288, 1, 1, 512, 1.31724, 2.45854, N/A, 0.208199, 0.236611, 502.976, 1.96805, 2, 4, 4, 8, 1, 1, 66.9955, 2, 2, 16, 1, 32, 1, 82.9556, 
40, 655360, 1, 1, 512, 1.45293, 2.34788, N/A, 0.234037, 0.24777, 631.133, 2.85993, 2, 8, 4, 8, 1, 1, 56.9174, 2, 2, 16, 1, 32, 1, 83.9329, 
40, 786432, 1, 1, 512, 1.55117, 2.38537, N/A, 0.259871, 0.276871, 755.765, 3.30634, 2, 8, 4, 8, 1, 1, 59.0761, 2, 2, 16, 1, 32, 1, 84.5973, 
40, 917504, 1, 1, 512, 1.6493, 2.42107, N/A, 0.285793, 0.30606, 880.32, 3.7528, 2, 8, 4, 8, 1, 1, 60.721, 2, 2, 16, 1, 16, 2, 84.9844, 
40, 1048576, 1, 1, 512, 1.75891, 2.45854, N/A, 0.307421, 0.333658, 998.566, 4.77704, 2, 8, 4, 8, 1, 1, 61.9721, 2, 4, 32, 1, 16, 4, 79.3723, 
40, 1310720, 1, 1, 512, 1.96608, 2.53076, N/A, 0.356996, 0.390811, 1246.46, 5.79155, 2, 8, 4, 8, 1, 1, 63.8847, 2, 4, 32, 1, 64, 1, 79.6537, 
40, 1572864, 1, 1, 512, 2.18193, 2.60472, N/A, 0.406697, 0.448077, 1493.87, 6.80644, 2, 8, 4, 8, 1, 1, 65.2267, 2, 4, 32, 1, 64, 1, 81.193, 
40, 1835008, 1, 1, 512, 2.32968, 2.42107, N/A, 0.450136, 0.473726, 1748.8, 7.49513, 4, 8, 8, 8, 1, 1, 61.1108, 2, 8, 32, 1, 16, 4, 77.3668, 
40, 2097152, 1, 1, 512, 2.4394, 2.45854, N/A, 0.470695, 0.503836, 2003.38, 8.32542, 4, 8, 8, 8, 1, 1, 62.8365, 4, 4, 32, 32, 1, 1, 80.0897, 
40, 2621440, 1, 1, 512, 2.64653, 2.53076, N/A, 0.525898, 0.56311, 2487.87, 11.3981, 4, 8, 8, 8, 1, 1, 65.4849, 4, 4, 64, 1, 32, 2, 79.9209, 
40, 3145728, 1, 1, 512, 2.86235, 2.60472, N/A, 0.571832, 0.619529, 2996.42, 11.6459, 4, 8, 8, 8, 1, 1, 67.378, 4, 4, 32, 1, 8, 4, 81.9922, 
40, 3670016, 1, 1, 512, 3.08686, 2.68041, N/A, 0.62161, 0.677382, 3492.93, 13.3055, 4, 8, 8, 8, 1, 1, 68.7986, 4, 4, 32, 1, 8, 4, 82.5448, 
40, 4194304, 1, 1, 512, 3.32538, 2.75782, N/A, 0.668452, 0.735363, 3967.27, 16.9706, 4, 8, 8, 8, 1, 1, 69.8773, 4, 8, 64, 1, 64, 1, 76.4958, 
40, 5242880, 1, 1, 512, 3.66482, 2.53076, N/A, 0.764043, 0.802703, 4968.27, 22.7133, 4, 16, 8, 8, 1, 1, 64.6022, 4, 8, 64, 1, 64, 1, 78.7733, 
40, 6291456, 1, 1, 512, 3.9419, 2.60472, N/A, 0.853736, 0.900292, 5954.42, 26.5891, 4, 16, 8, 8, 1, 1, 66.2181, 4, 8, 64, 1, 64, 1, 80.3684, 
40, 7340032, 1, 1, 512, 4.1718, 2.68041, N/A, 0.90751, 0.967742, 6942.31, 25.5023, 8, 8, 16, 8, 1, 1, 71.9087, 4, 16, 64, 1, 16, 4, 77.1917, 
40, 8388608, 1, 1, 512, 4.40309, 2.75782, N/A, 0.957372, 1.02611, 7920.39, 28.408, 8, 8, 16, 8, 1, 1, 73.3427, 4, 16, 64, 1, 64, 1, 76.2855, 
40, 10485760, 1, 1, 512, 4.89551, 2.91776, N/A, 1.05532, 1.14131, 9889.24, 34.4953, 8, 8, 16, 8, 1, 1, 75.4954, 4, 16, 64, 1, 64, 1, 78.471, 
40, 12582912, 1, 1, 512, 5.42277, 3.08456, N/A, 1.15063, 1.25759, 11907.7, 40.8494, 8, 8, 16, 8, 1, 1, 77.0021, 8, 8, 64, 1, 16, 2, 80.8731, 
40, 14680064, 1, 1, 512, 5.78612, 7.86122, N/A, 1.24403, 1.21144, 13642.7, 53.6036, 4, 32, 16, 16, 1, 1, 68.1989, 8, 8, 64, 1, 32, 1, 81.5334, 
40, 16777216, 1, 1, 512, 6.11774, 7.92053, N/A, 1.33496, 1.30256, 15554.1, 59.5245, 4, 32, 16, 16, 1, 1, 69.7643, 8, 16, 64, 1, 32, 1, 79.4005, 
40, 20971520, 1, 1, 512, 6.77876, 2.91776, N/A, 1.50957, 1.60313, 19821.1, 79.6071, 8, 16, 16, 8, 1, 1, 74.3949, 16, 8, 128, 1, 32, 1, 80.3191, 
40, 25165824, 1, 1, 512, 7.37998, 3.08456, N/A, 1.68337, 1.79843, 23783.3, 94.1469, 8, 16, 16, 8, 1, 1, 75.5575, 16, 16, 128, 1, 32, 1, 78.1515, 
40, 29360128, 1, 1, 512, 7.8362, 8.22642, N/A, 1.83138, 1.77641, 27139.1, 95.0626, 8, 16, 32, 16, 1, 1, 76.9666, 16, 16, 128, 1, 32, 1, 79.1608, 
40, 33554432, 1, 1, 512, 8.22371, 8.31944, N/A, 1.94137, 1.87711, 30936.1, 106.332, 8, 16, 32, 16, 1, 1, 78.1913, 16, 16, 128, 1, 32, 1, 79.2918, 
40, 41943040, 1, 1, 512, 9.00056, 8.49782, N/A, 2.1529, 2.07466, 38662.2, 130.006, 8, 16, 32, 16, 1, 1, 80.0099, 16, 32, 128, 1, 32, 1, 76.6201, 
40, 50331648, 1, 1, 512, 9.89221, 3.08456, N/A, 2.24179, 2.36142, 47468.6, 156.682, 16, 16, 32, 8, 1, 1, 79.5377, 16, 32, 128, 1, 32, 1, 77.8729, 
40, 58720256, 1, 1, 512, 10.6117, 3.25826, N/A, 2.41713, 2.55965, 55355.8, 180.559, 16, 16, 32, 8, 1, 1, 80.5681, 16, 64, 128, 16, 2, 1, 74.9384, 
40, 67108864, 1, 1, 512, 11.2003, 3.44245, N/A, 2.60137, 2.7616, 63167.5, 232.276, 16, 16, 32, 8, 1, 1, 81.3318, 32, 32, 256, 1, 32, 1, 74.2442, 
40, 83886080, 1, 1, 512, 12.4687, 8.49782, N/A, 3.03629, 2.96448, 77158.5, 294.079, 8, 32, 32, 16, 1, 1, 80.249, 32, 32, 256, 1, 32, 1, 76.1783, 
40, 100663296, 1, 1, 512, 13.7645, 8.66943, N/A, 3.40999, 3.32379, 92612.6, 348.365, 8, 32, 32, 16, 1, 1, 81.3315, 32, 64, 256, 1, 32, 1, 72.4271, 
40, 117440512, 1, 1, 512, 14.4966, 8.84317, N/A, 3.66061, 3.55783, 107979, 345.571, 16, 16, 64, 16, 1, 1, 84.1096, 32, 64, 256, 1, 32, 1, 73.9452, 
40, 134217728, 1, 1, 512, 15.2141, 9.02738, N/A, 3.8805, 3.75959, 123111, 388.938, 16, 16, 64, 16, 1, 1, 84.9213, 32, 64, 256, 1, 32, 1, 74.3158, 
40, 167772160, 1, 1, 512, 17.1501, 3.82454, N/A, 4.08136, 4.2874, 157534, 498.104, 32, 16, 64, 8, 1, 1, 82.8064, 32, 128, 256, 1, 8, 4, 70.3922, 
40, 201326592, 1, 1, 512, 18.6375, 4.23462, N/A, 4.43589, 4.68126, 189399, 593.925, 32, 16, 64, 8, 1, 1, 83.9647, 64, 64, 256, 1, 16, 1, 73.3696, 
40, 234881024, 1, 1, 512, 19.8101, 8.84317, N/A, 4.88623, 4.79412, 215939, 688.602, 16, 32, 64, 16, 1, 1, 84.4663, 64, 64, 256, 1, 16, 1, 74.2221, 
40, 268435456, 1, 1, 512, 20.9908, 9.02738, N/A, 5.27383, 5.16344, 245689, 769.939, 16, 32, 64, 16, 1, 1, 85.1241, 32, 128, 256, 1, 32, 1, 74.1947, 
40, 335544320, 1, 1, 512, 23.7153, 9.40953, N/A, 6.02641, 5.88853, 307887, 960.41, 16, 32, 64, 16, 1, 1, 86.0911, 64, 128, 256, 1, 16, 1, 72.1343, 
40, 402653184, 1, 1, 512, 27.1174, 4.23462, N/A, 6.45358, 6.71687, 378455, 1157.72, 32, 32, 64, 8, 1, 1, 85.5759, 64, 256, 256, 1, 16, 1, 69.1617, 
40, 469762048, 1, 1, 512, 28.4587, 10.2579, N/A, 7.35033, 7.15438, 431017, 1233.24, 32, 16, 128, 16, 1, 1, 87.175, 64, 256, 256, 1, 16, 1, 70.3485, 
40, 4096, 1, 2, 512, 0.375905, 0.71033, N/A, 0.0422997, 0.0436192, 5.31214, 0.0634112, 2, 2, 1, 2, 2, 1, 14.1301, 2, 2, 0.5, 1, 1, 1, 63.4561, 
40, 5120, 1, 2, 512, 0.375905, 0.714392, N/A, 0.0426049, 0.0447081, 6.35196, 0.0658344, 2, 2, 1, 2, 2, 1, 17.0097, 2, 2, 0.5, 1, 1, 1, 66.859, 
40, 6144, 1, 2, 512, 0.375905, 0.718295, N/A, 0.0429108, 0.0457977, 7.3916, 0.0682554, 2, 2, 1, 2, 2, 1, 19.6839, 2, 2, 0.5, 1, 1, 1, 69.4529, 
40, 7168, 1, 2, 512, 0.375905, 0.713641, N/A, 0.0432313, 0.0469018, 8.44919, 0.070699, 2, 2, 1, 2, 2, 1, 22.1701, 2, 2, 0.5, 1, 1, 1, 71.2253, 
40, 8192, 1, 2, 512, 0.380736, 0.716863, N/A, 0.043593, 0.047069, 9.51978, 0.0733402, 2, 2, 1, 2, 2, 1, 24.4602, 2, 2, 0.5, 1, 2, 1, 69.154, 
40, 10240, 1, 2, 512, 0.390009, 0.722783, N/A, 0.0442084, 0.0490072, 11.603, 0.0782051, 2, 2, 1, 2, 2, 1, 28.6695, 2, 2, 0.5, 1, 2, 1, 71.4158, 
40, 12288, 1, 2, 512, 0.382941, 0.728463, N/A, 0.0450478, 0.0509779, 13.581, 0.0855629, 2, 2, 1, 2, 2, 1, 32.3857, 2, 2, 1, 1, 2, 1, 72.1355, 
40, 14336, 1, 2, 512, 0.375905, 0.733665, N/A, 0.0462752, 0.0524229, 15.8236, 0.0971334, 2, 2, 1, 2, 2, 1, 35.6882, 2, 2, 2, 1, 4, 1, 60.6325, 
40, 16384, 1, 2, 512, 0.38098, 0.739052, N/A, 0.0468684, 0.0542102, 17.9073, 0.102391, 2, 2, 1, 2, 2, 1, 38.6002, 2, 2, 2, 1, 4, 1, 62.1501, 
40, 20480, 1, 2, 512, 0.385689, 0.748606, N/A, 0.0480758, 0.0578051, 22.0712, 0.113108, 2, 2, 1, 2, 2, 1, 43.6673, 2, 2, 2, 1, 4, 1, 65.6177, 
40, 24576, 1, 2, 512, 0.390529, 0.757467, N/A, 0.0492823, 0.0613989, 26.2345, 0.123812, 2, 2, 1, 2, 2, 1, 47.8592, 2, 2, 2, 1, 4, 1, 68.183, 
40, 28672, 1, 2, 512, 0.394905, 0.766044, N/A, 0.0504897, 0.0649937, 30.3974, 0.134541, 2, 2, 1, 2, 2, 1, 51.3786, 2, 2, 2, 1, 4, 1, 70.0871, 
40, 32768, 1, 2, 512, 0.413333, 0.774042, N/A, 0.0516339, 0.0685082, 34.5579, 0.145072, 2, 2, 1, 2, 2, 1, 54.3167, 2, 2, 2, 1, 4, 1, 71.0794, 
40, 40960, 1, 2, 512, 0.432286, 0.790229, N/A, 0.0540346, 0.0756758, 42.8581, 0.166452, 2, 2, 1, 2, 2, 1, 59.1663, 2, 2, 2, 1, 4, 1, 73.316, 
40, 49152, 1, 2, 512, 0.451833, 0.806708, N/A, 0.0564332, 0.0828415, 51.1551, 0.18781, 2, 2, 1, 2, 2, 1, 62.911, 2, 2, 2, 1, 4, 1, 74.9619, 
40, 57344, 1, 2, 512, 0.471903, 0.823334, N/A, 0.0588337, 0.0900089, 59.4517, 0.209193, 2, 2, 1, 2, 2, 1, 65.8897, 2, 2, 2, 1, 4, 1, 76.1173, 
40, 65536, 1, 2, 512, 0.496044, 0.841165, N/A, 0.0611964, 0.0970664, 67.6507, 0.229888, 2, 2, 1, 2, 2, 1, 68.2705, 2, 2, 2, 1, 4, 1, 76.1251, 
40, 81920, 1, 2, 512, 0.539203, 0.875108, N/A, 0.065986, 0.111367, 84.1877, 0.272427, 2, 2, 1, 2, 2, 1, 71.9883, 2, 2, 2, 1, 4, 1, 77.5716, 
40, 98304, 1, 2, 512, 0.584537, 0.909567, N/A, 0.0718903, 0.123761, 100.323, 0.351403, 2, 2, 1, 2, 2, 1, 74.7002, 2, 2, 4, 1, 8, 1, 76.0251, 
40, 114688, 1, 2, 512, 0.632049, 0.944513, N/A, 0.076684, 0.137646, 116.795, 0.398901, 2, 2, 1, 2, 2, 1, 76.7658, 2, 2, 4, 1, 8, 1, 77.2452, 
40, 131072, 1, 2, 512, 0.691583, 0.981939, N/A, 0.0812997, 0.15135, 133.168, 0.444199, 2, 2, 1, 2, 2, 1, 78.351, 2, 2, 4, 1, 8, 1, 77.9165, 
40, 163840, 1, 2, 512, 0.798945, 1.0541, N/A, 0.0908539, 0.17908, 166.044, 0.538548, 2, 2, 1, 2, 2, 1, 80.7525, 2, 2, 4, 1, 8, 1, 79.3808, 
40, 196608, 1, 2, 512, 0.836491, 0.909567, N/A, 0.112026, 0.16472, 200, 0.905571, 2, 4, 1, 2, 2, 1, 54.368, 2, 2, 4, 1, 8, 1, 80.388, 
40, 229376, 1, 2, 512, 0.900626, 0.944513, N/A, 0.122013, 0.18393, 232.874, 1.02778, 2, 4, 1, 2, 2, 1, 55.8795, 2, 2, 4, 1, 8, 1, 81.1233, 
40, 262144, 1, 2, 512, 0.976836, 0.981939, N/A, 0.132008, 0.203106, 265.393, 1.14543, 2, 4, 1, 2, 2, 1, 57.0247, 2, 2, 4, 1, 8, 1, 81.1411, 
